선사코드,선사명,접안시간,출항시간,체류시간,체류시간_day,체류시간_time,체류시간_totalTime(시간),상태
MAE,MAERSK LETICIA,2020-03-10 18:00,2020-03-14 7:00,3 days 13:00:00,3,13,85,DEPARTED
MSC,MSC MANU,2020-03-11 8:00,2020-03-13 17:00,2 days 09:00:00,2,9,57,DEPARTED
MAE,NICOLAI MAERSK,2020-03-11 11:00,2020-03-14 6:00,2 days 19:00:00,2,19,67,DEPARTED
ILN,MAGNA ITX,2020-03-11 11:00,2020-03-14 16:00,3 days 05:00:00,3,5,77,DEPARTED
MSC,XUTRA BHUM,2020-03-11 21:00,2020-03-15 1:00,3 days 04:00:00,3,4,76,DEPARTED
MSC,MSC MARS,2020-03-12 1:00,2020-03-15 11:00,3 days 10:00:00,3,10,82,DEPARTED
MAE,MAERSK SINGAPORE,2020-03-12 5:00,2020-03-15 3:00,2 days 22:00:00,2,22,70,DEPARTED
HAS,MAX MARINER,2020-03-12 6:00,2020-03-15 23:00,3 days 17:00:00,3,17,89,DEPARTED
MSC,MSC PALOMA,2020-03-12 22:00,2020-03-15 14:00,2 days 16:00:00,2,16,64,DEPARTED
MAE,NORTHERN PRACTISE,2020-03-13 6:00,2020-03-16 7:00,3 days 01:00:00,3,1,73,DEPARTED
ONE,BREVIK BRIDGE,2020-03-13 11:00,2020-03-16 19:00,3 days 08:00:00,3,8,80,DEPARTED
MAE,MAERSK TAIKUNG,2020-03-13 23:00,2020-03-17 5:00,3 days 06:00:00,3,6,78,DEPARTED
ZIM,SANTA LORETTA,2020-03-14 8:00,2020-03-17 4:00,2 days 20:00:00,2,20,68,DEPARTED
MAE,MUNKEBO MAERSK,2020-03-14 9:00,2020-03-17 2:00,2 days 17:00:00,2,17,65,DEPARTED
HAS,OSAKA VOYAGER,2020-03-14 21:00,2020-03-18 2:00,3 days 05:00:00,3,5,77,DEPARTED
MAE,SVENDBORG MAERSK,2020-03-15 3:00,2020-03-18 20:00,3 days 17:00:00,3,17,89,DEPARTED
SKR,HEUNG-A ULSAN,2020-03-15 7:00,2020-03-18 10:00,3 days 03:00:00,3,3,75,DEPARTED
KFC,RESOLUTION KF01,2020-03-15 20:00,2020-03-19 9:00,3 days 13:00:00,3,13,85,DEPARTED
ZIM,CAPE TAINARO,2020-03-16 1:00,2020-03-19 2:00,3 days 01:00:00,3,1,73,DEPARTED
HMM,HYUNDAI GRACE,2020-03-16 9:00,2020-03-19 13:00,3 days 04:00:00,3,4,76,DEPARTED
MSC,MSC ARIES,2020-03-16 12:00,2020-03-20 1:00,3 days 13:00:00,3,13,85,DEPARTED
SKR,SINOKOR NIIGATA,2020-03-16 20:00,2020-03-19 16:00,2 days 20:00:00,2,20,68,DEPARTED
MAE,SAN FELIPE,2020-03-17 16:00,2020-03-20 23:00,3 days 07:00:00,3,7,79,DEPARTED
MAE,CHASTINE MAERSK,2020-03-17 22:00,2020-03-20 20:00,2 days 22:00:00,2,22,70,DEPARTED
ILN,MYRIAD ITX,2020-03-18 7:00,2020-03-22 0:00,3 days 17:00:00,3,17,89,DEPARTED
ONE,SEASPAN BRAVO,2020-03-18 7:00,2020-03-21 20:00,3 days 13:00:00,3,13,85,DEPARTED
MSC,XUTRA BHUM,2020-03-18 12:00,2020-03-21 13:00,3 days 01:00:00,3,1,73,DEPARTED
MSC,AS CARINTHIA,2020-03-19 1:00,2020-03-22 9:00,3 days 08:00:00,3,8,80,DEPARTED
MSC,MSC FLAVIA,2020-03-19 4:00,2020-03-22 12:00,3 days 08:00:00,3,8,80,DEPARTED
SKR,PACIFIC SINGAPORE,2020-03-19 11:00,2020-03-23 3:00,3 days 16:00:00,3,16,88,DEPARTED
MSC,MSC RITA,2020-03-19 23:00,2020-03-22 23:00,3 days 00:00:00,3,0,72,DEPARTED
MAE,MAERSK TAURUS,2020-03-20 1:00,2020-03-23 18:00,3 days 17:00:00,3,17,89,DEPARTED
MSC,MSC BARI,2020-03-20 5:00,2020-03-24 1:00,3 days 20:00:00,3,20,92,DEPARTED
MAE,MAERSK LOME,2020-03-20 22:00,2020-03-23 18:00,2 days 20:00:00,2,20,68,DEPARTED
DWS,YONG YUE,2020-03-21 2:00,2020-03-24 19:00,3 days 17:00:00,3,17,89,DEPARTED
ZIM,CAPE SOUNIO,2020-03-21 15:00,2020-03-24 6:00,2 days 15:00:00,2,15,63,DEPARTED
MAE,E.R. DENMARK,2020-03-21 22:00,2020-03-24 23:00,3 days 01:00:00,3,1,73,DEPARTED
MSC,MSC MIRJA,2020-03-22 2:00,2020-03-26 2:00,4 days 00:00:00,4,0,96,DEPARTED
SKR,PACIFIC TIANJIN,2020-03-22 14:00,2020-03-26 7:00,3 days 17:00:00,3,17,89,DEPARTED
MSC,MSC VANESSA,2020-03-22 14:00,2020-03-25 10:00,2 days 20:00:00,2,20,68,DEPARTED
MAE,MAERSK KALAMATA,2020-03-23 1:00,2020-03-26 10:00,3 days 09:00:00,3,9,81,DEPARTED
MSC,MSC JOSSELINE,2020-03-23 5:00,2020-03-26 7:00,3 days 02:00:00,3,2,74,DEPARTED
ZIM,SANTA LINEA,2020-03-23 20:00,2020-03-26 23:00,3 days 03:00:00,3,3,75,DEPARTED
EMC,EVER DIVINE,2020-03-23 20:00,2020-03-28 14:00,4 days 18:00:00,4,18,114,DEPARTED
MAE,SUSAN MAERSK,2020-03-24 3:00,2020-03-27 14:00,3 days 11:00:00,3,11,83,DEPARTED
MAE,SOROE MAERSK,2020-03-24 18:00,2020-03-28 6:00,3 days 12:00:00,3,12,84,DEPARTED
MSC,MSC PERLE,2020-03-24 21:00,2020-03-28 21:00,4 days 00:00:00,4,0,96,DEPARTED
ILN,MAGNA ITX,2020-03-25 7:00,2020-03-29 0:00,3 days 17:00:00,3,17,89,DEPARTED
MSC,AS CARINTHIA,2020-03-25 16:00,2020-03-29 14:00,3 days 22:00:00,3,22,94,DEPARTED
SKR,HEUNG-A ULSAN,2020-03-26 3:00,2020-03-29 19:00,3 days 16:00:00,3,16,88,DEPARTED
MAE,MAERSK STOCKHOLM,2020-03-26 9:00,2020-03-30 12:00,4 days 03:00:00,4,3,99,DEPARTED
MSC,MSC LONDON,2020-03-26 14:00,2020-03-30 17:00,4 days 03:00:00,4,3,99,DEPARTED
MSC,BREMEN USEC5,2020-03-26 15:00,2020-03-30 19:00,4 days 04:00:00,4,4,100,DEPARTED
MAE,MAERSK EUPHRATES,2020-03-27 6:00,2020-04-01 2:00,4 days 20:00:00,4,20,116,DEPARTED
MAE,MAERSK PUELO,2020-03-27 16:00,2020-03-31 18:00,4 days 02:00:00,4,2,98,DEPARTED
MAE,MAERSK JABAL,2020-03-28 8:00,2020-04-01 5:00,3 days 21:00:00,3,21,93,DEPARTED
MAE,MANILA MAERSK,2020-03-28 16:00,2020-04-02 4:00,4 days 12:00:00,4,12,108,DEPARTED
ZIM,CAPE TAINARO,2020-03-29 4:00,2020-04-02 11:00,4 days 07:00:00,4,7,103,DEPARTED
MAE,CAROLINE MAERSK,2020-03-29 16:00,2020-04-01 11:00,2 days 19:00:00,2,19,67,DEPARTED
ANL,CMA CGM,2020-03-30 0:00,2020-04-02 7:00,3 days 07:00:00,3,7,79,DEPARTED
MSC,MSC ALTAIR,2020-03-30 0:00,2020-04-02 15:00,3 days 15:00:00,3,15,87,DEPARTED
MSC,MSC KANOKO,2020-03-30 14:00,2020-04-03 4:00,3 days 14:00:00,3,14,86,DEPARTED
ZIM,ZIM ANTWERP,2020-03-30 21:00,2020-04-03 3:00,3 days 06:00:00,3,6,78,DEPARTED
MAE,MAERSK SHIVLING,2020-03-31 16:00,2020-04-03 9:00,2 days 17:00:00,2,17,65,DEPARTED
MAE,CARSTEN MAERSK,2020-03-31 22:00,2020-04-04 9:00,3 days 11:00:00,3,11,83,DEPARTED
MSC,MSC NATASHA,2020-04-01 4:00,2020-04-04 5:00,3 days 01:00:00,3,1,73,DEPARTED
ILN,MYRIAD ITX,2020-04-01 7:00,2020-04-04 14:00,3 days 07:00:00,3,7,79,DEPARTED
MAE,SYDNEY TRADER,2020-04-02 0:00,2020-04-05 5:00,3 days 05:00:00,3,5,77,DEPARTED
MSC,AS CARINTHIA,2020-04-02 6:00,2020-04-05 9:00,3 days 03:00:00,3,3,75,DEPARTED
MSC,SEAMAX NEW,2020-04-02 9:00,2020-04-05 3:00,2 days 18:00:00,2,18,66,DEPARTED
MSC,MSC TINA,2020-04-02 13:00,2020-04-06 3:00,3 days 14:00:00,3,14,86,DEPARTED
MAE,SAN FRANCISCA,2020-04-02 18:00,2020-04-05 14:00,2 days 20:00:00,2,20,68,DEPARTED
MAE,MAERSK MC-KINNEY,2020-04-03 16:00,2020-04-07 7:00,3 days 15:00:00,3,15,87,DEPARTED
DWS,YONG YUE,2020-04-03 18:00,2020-04-06 15:00,2 days 21:00:00,2,21,69,DEPARTED
ZIM,SANTA LINEA,2020-04-04 0:00,2020-04-07 2:00,3 days 02:00:00,3,2,74,DEPARTED
MAE,MAERSK DANUBE,2020-04-04 11:00,2020-04-07 9:00,2 days 22:00:00,2,22,70,DEPARTED
MSC,SM SEATTLE,2020-04-04 12:00,2020-04-08 14:00,4 days 02:00:00,4,2,98,DEPARTED
SKR,HEUNG-A ULSAN,2020-04-04 20:00,2020-04-07 20:00,3 days 00:00:00,3,0,72,DEPARTED
MAE,AOTEA MAERSK,2020-04-05 5:00,2020-04-08 14:00,3 days 09:00:00,3,9,81,DEPARTED
SKR,METHI BHUM,2020-04-05 8:00,2020-04-08 19:00,3 days 11:00:00,3,11,83,DEPARTED
MSC,MSC FLAVIA,2020-04-05 18:00,2020-04-09 12:00,3 days 18:00:00,3,18,90,DEPARTED
ZIM,TIANJIN USEC3W,2020-04-06 0:00,2020-04-09 6:00,3 days 06:00:00,3,6,78,DEPARTED
EMC,ITAL LIBERA,2020-04-06 10:00,2020-04-10 6:00,3 days 20:00:00,3,20,92,DEPARTED
MAE,NICOLAI MAERSK,2020-04-06 21:00,2020-04-09 16:00,2 days 19:00:00,2,19,67,DEPARTED
MSC,MSC ELISA,2020-04-07 10:00,2020-04-10 8:00,2 days 22:00:00,2,22,70,DEPARTED
MSC,MSC MIRJAM,2020-04-07 11:00,2020-04-10 18:00,3 days 07:00:00,3,7,79,DEPARTED
MSC,MSC ALEXANDRA,2020-04-07 22:00,2020-04-10 18:00,2 days 20:00:00,2,20,68,DEPARTED
MSC,AS CARINTHIA,2020-04-08 9:00,2020-04-10 16:00,2 days 07:00:00,2,7,55,DEPARTED
DWS,DOOWOO FAMILY,2020-04-09 0:00,2020-04-11 14:00,2 days 14:00:00,2,14,62,DEPARTED
HAS,MAX MARINER,2020-04-09 2:00,2020-04-11 18:00,2 days 16:00:00,2,16,64,DEPARTED
MAE,MAERSK STEPNICA,2020-04-09 2:00,2020-04-11 16:00,2 days 14:00:00,2,14,62,DEPARTED
MAE,MAERSK LONDRINA,2020-04-09 4:00,2020-04-12 7:00,3 days 03:00:00,3,3,75,DEPARTED
MAE,MAERSK PUELO,2020-04-09 14:00,2020-04-12 19:00,3 days 05:00:00,3,5,77,DEPARTED
MAE,MAERSK TANJONG,2020-04-10 0:00,2020-04-12 21:00,2 days 21:00:00,2,21,69,DEPARTED
HLC,CSL MANHATTAN,2020-04-10 10:00,2020-04-13 3:00,2 days 17:00:00,2,17,65,DEPARTED
ILN,MAGNA ITX,2020-04-10 10:00,2020-04-13 14:00,3 days 04:00:00,3,4,76,DEPARTED
MAE,WIDE ALPHA,2020-04-10 18:00,2020-04-13 22:00,3 days 04:00:00,3,4,76,DEPARTED
MAE,MUMBAI MAERSK,2020-04-10 20:00,2020-04-14 7:00,3 days 11:00:00,3,11,83,DEPARTED
BLA,ACACIA VIRGO,2020-04-11 5:00,2020-04-14 13:00,3 days 08:00:00,3,8,80,DEPARTED
ZIM,ZIM ANTWERP,2020-04-11 16:00,2020-04-14 23:00,3 days 07:00:00,3,7,79,DEPARTED
MAE,SOFIE MAERSK,2020-04-11 20:00,2020-04-15 16:00,3 days 20:00:00,3,20,92,DEPARTED
MAE,BOMAR BELLINI,2020-04-12 7:00,2020-04-15 18:00,3 days 11:00:00,3,11,83,DEPARTED
MSC,MSC DAMLA,2020-04-12 9:00,2020-04-15 6:00,2 days 21:00:00,2,21,69,DEPARTED
MSC,MSC CANDICE,2020-04-12 23:00,2020-04-15 20:00,2 days 21:00:00,2,21,69,DEPARTED
ZIM,CAPE AKRITAS,2020-04-13 1:00,2020-04-17 6:00,4 days 05:00:00,4,5,101,DEPARTED
HLC,SC MARA,2020-04-13 14:00,2020-04-16 18:00,3 days 04:00:00,3,4,76,DEPARTED
MSC,MSC OSCAR,2020-04-14 0:00,2020-04-16 4:00,2 days 04:00:00,2,4,52,DEPARTED
HLC,WIDE HOTEL,2020-04-14 1:00,2020-04-17 4:00,3 days 03:00:00,3,3,75,DEPARTED
MSC,MSC FAITH,2020-04-14 15:00,2020-04-18 2:00,3 days 11:00:00,3,11,83,DEPARTED
MAE,GSL NINGBO,2020-04-14 21:00,2020-04-18 6:00,3 days 09:00:00,3,9,81,DEPARTED
SKR,PACIFIC SINGAPORE,2020-04-15 1:00,2020-04-18 16:00,3 days 15:00:00,3,15,87,DEPARTED
MSC,AS CARINTHIA,2020-04-15 12:00,2020-04-18 16:00,3 days 04:00:00,3,4,76,DEPARTED
MSC,MSC NATASHA,2020-04-15 18:00,2020-04-18 16:00,2 days 22:00:00,2,22,70,DEPARTED
MAE,MAERSK LIMA,2020-04-15 20:00,2020-04-19 15:00,3 days 19:00:00,3,19,91,DEPARTED
DWS,DOOWOO FAMILY,2020-04-15 22:00,2020-04-18 23:00,3 days 01:00:00,3,1,73,DEPARTED
ONE,MOL GARLAND,2020-04-16 16:00,2020-04-19 16:00,3 days 00:00:00,3,0,72,DEPARTED
MAE,TASMAN DRAGON,2020-04-17 8:00,2020-04-19 5:00,1 days 21:00:00,1,21,45,DEPARTED
HLC,JEBEL ALI,2020-04-17 10:00,2020-04-19 12:00,2 days 02:00:00,2,2,50,DEPARTED
ZIM,TIANJIN USEC3E,2020-04-18 2:00,2020-04-19 18:00,1 days 16:00:00,1,16,40,DEPARTED
BLA,ACACIA VIRGO,2020-04-18 4:00,2020-04-20 8:00,2 days 04:00:00,2,4,52,DEPARTED
SKR,NAWATA BHUM,2020-04-18 9:00,2020-04-21 9:00,3 days 00:00:00,3,0,72,DEPARTED
MAE,MOSCOW MAERSK,2020-04-18 18:00,2020-04-20 20:00,2 days 02:00:00,2,2,50,DEPARTED
HAS,OSAKA VOYAGER,2020-04-18 18:00,2020-04-22 2:00,3 days 08:00:00,3,8,80,DEPARTED
MAE,CLIFFORD MAERSK,2020-04-18 22:00,2020-04-22 3:00,3 days 05:00:00,3,5,77,DEPARTED
SKR,HEUNG-A ULSAN,2020-04-19 1:00,2020-04-22 15:00,3 days 14:00:00,3,14,86,DEPARTED
SKR,PACIFIC TIANJIN,2020-04-19 7:00,2020-04-22 12:00,3 days 05:00:00,3,5,77,DEPARTED
ILN,MYRIAD ITX,2020-04-19 14:00,2020-04-23 0:00,3 days 10:00:00,3,10,82,DEPARTED
HLC,CISNES AN1,2020-04-19 18:00,2020-04-22 22:00,3 days 04:00:00,3,4,76,DEPARTED
ZIM,CAPE ,2020-04-20 0:00,2020-04-24 11:00,4 days 11:00:00,4,11,107,DEPARTED
MSC,MSC NERISSA,2020-04-20 6:00,2020-04-23 5:00,2 days 23:00:00,2,23,71,DEPARTED
MSC,MSC ELISA,2020-04-20 10:00,2020-04-24 11:00,4 days 01:00:00,4,1,97,DEPARTED
HMM,HYUNDAI UNITY,2020-04-21 2:00,2020-04-24 6:00,3 days 04:00:00,3,4,76,DEPARTED
HMM,HYUNDAI INTEGRAL,2020-04-21 20:00,2020-04-24 21:00,3 days 01:00:00,3,1,73,DEPARTED
DWS,DOOWOO FAMILY,2020-04-22 4:00,2020-04-26 5:00,4 days 01:00:00,4,1,97,DEPARTED
MSC,MSC ORION,2020-04-22 4:00,2020-04-25 18:00,3 days 14:00:00,3,14,86,DEPARTED
MAE,MAERSK JABAL,2020-04-22 14:00,2020-04-25 23:00,3 days 09:00:00,3,9,81,DEPARTED
MSC,AS CARINTHIA,2020-04-23 0:00,2020-04-26 13:00,3 days 13:00:00,3,13,85,DEPARTED
HAS,OSAKA VOYAGER,2020-04-23 2:00,2020-04-26 10:00,3 days 08:00:00,3,8,80,DEPARTED
MSC,MSC HAMBURG,2020-04-23 2:00,2020-04-26 23:00,3 days 21:00:00,3,21,93,DEPARTED
MAE,MAERSK SOFIA,2020-04-23 7:00,2020-04-26 18:00,3 days 11:00:00,3,11,83,DEPARTED
MAE,MAERSK SALALAH,2020-04-24 8:00,2020-04-26 18:00,2 days 10:00:00,2,10,58,DEPARTED
MSC,MSC DESIREE,2020-04-24 13:00,2020-04-27 14:00,3 days 01:00:00,3,1,73,DEPARTED
MAE,MUNICH MAERSK,2020-04-24 17:00,2020-04-27 13:00,2 days 20:00:00,2,20,68,DEPARTED
ONE,MOL GENESIS,2020-04-24 23:00,2020-04-27 13:00,2 days 14:00:00,2,14,62,DEPARTED
ZIM,CAPE AKRITAS,2020-04-25 20:00,2020-04-28 17:00,2 days 21:00:00,2,21,69,DEPARTED
SKR,HEUNG-A ULSAN,2020-04-26 4:00,2020-04-28 8:00,2 days 04:00:00,2,4,52,DEPARTED
MAE,SALLY MAERSK,2020-04-26 7:00,2020-04-28 22:00,2 days 15:00:00,2,15,63,DEPARTED
SKR,SINOKOR NIIGATA,2020-04-26 11:00,2020-04-29 16:00,3 days 05:00:00,3,5,77,DEPARTED
ILN,MAGNA ITX,2020-04-26 14:00,2020-04-29 11:00,2 days 21:00:00,2,21,69,DEPARTED
ZIM,ZIM ROTTERDAM,2020-04-26 18:00,2020-04-30 2:00,3 days 08:00:00,3,8,80,DEPARTED
HAS,MAX MARINER,2020-04-27 8:00,2020-04-30 1:00,2 days 17:00:00,2,17,65,DEPARTED
HAS,OSAKA VOYAGER,2020-04-27 9:00,2020-04-30 3:00,2 days 18:00:00,2,18,66,DEPARTED
ONE,MOL BELLWETHER,2020-04-27 22:00,2020-04-30 6:00,2 days 08:00:00,2,8,56,DEPARTED
SKR,PACIFIC SINGAPORE,2020-04-28 4:00,2020-04-30 16:00,2 days 12:00:00,2,12,60,DEPARTED
HMM,HYUNDAI GRACE,2020-04-28 7:00,2020-05-01 6:00,2 days 23:00:00,2,23,71,DEPARTED
MAE,MAERSK SALINA,2020-04-28 16:00,2020-05-02 3:00,3 days 11:00:00,3,11,83,DEPARTED
MSC,MSC SHUBA,2020-04-28 19:00,2020-05-02 21:00,4 days 02:00:00,4,2,98,DEPARTED
MAE,MAERSK LAGUNA,2020-04-29 9:00,2020-05-03 0:00,3 days 15:00:00,3,15,87,DEPARTED
MSC,AS CARINTHIA,2020-04-29 13:00,2020-05-02 20:00,3 days 07:00:00,3,7,79,DEPARTED
MAE,NICOLAI MAERSK,2020-04-29 18:00,2020-05-03 19:00,4 days 01:00:00,4,1,97,DEPARTED
DWS,DOOWOO FAMILY,2020-04-29 23:00,2020-05-03 10:00,3 days 11:00:00,3,11,83,DEPARTED
MSC,MSC DEILA,2020-04-30 3:00,2020-05-04 13:00,4 days 10:00:00,4,10,106,DEPARTED
MSC,MSC SOLA,2020-04-30 18:00,2020-05-05 0:00,4 days 06:00:00,4,6,102,DEPARTED
ONE,BREVIK BRIDGE,2020-05-01 14:00,2020-05-05 0:00,3 days 10:00:00,3,10,82,DEPARTED
MAE,MERETE MAERSK,2020-05-01 23:00,2020-05-06 5:00,4 days 06:00:00,4,6,102,DEPARTED
ZIM,CAPE ,2020-05-02 6:00,2020-05-07 4:00,4 days 22:00:00,4,22,118,DEPARTED
SKR,PACIFIC TIANJIN,2020-05-02 13:00,2020-05-07 4:00,4 days 15:00:00,4,15,111,DEPARTED
MAE,CCNI ANDES,2020-05-03 2:00,2020-05-06 19:00,3 days 17:00:00,3,17,89,DEPARTED
ILN,MYRIAD ITX,2020-05-03 7:00,2020-05-07 21:00,4 days 14:00:00,4,14,110,DEPARTED
MAE,RHODOS USEC4W,2020-05-03 15:00,2020-05-08 0:00,4 days 09:00:00,4,9,105,DEPARTED
MSC,MSC MARGRIT,2020-05-03 18:00,2020-05-08 10:00,4 days 16:00:00,4,16,112,DEPARTED
MSC,MSC MANU,2020-05-04 13:00,2020-05-08 10:00,3 days 21:00:00,3,21,93,DEPARTED
MSC,MSC AMSTERDAM,2020-05-05 2:00,2020-05-08 18:00,3 days 16:00:00,3,16,88,DEPARTED
EMC,EVER DIVINE,2020-05-06 8:00,2020-05-09 7:00,2 days 23:00:00,2,23,71,DEPARTED
MAE,MAERSK SKARSTIND,2020-05-06 8:00,2020-05-10 4:00,3 days 20:00:00,3,20,92,DEPARTED
MSC,AS CARINTHIA,2020-05-06 9:00,2020-05-10 1:00,3 days 16:00:00,3,16,88,DEPARTED
MSC,MSC SHREYA,2020-05-07 6:00,2020-05-10 15:00,3 days 09:00:00,3,9,81,DEPARTED
MSC,ARCHIMIDIS USEC5,2020-05-07 6:00,2020-05-11 0:00,3 days 18:00:00,3,18,90,DEPARTED
MSC,MSC EARTH,2020-05-07 7:00,2020-05-11 20:00,4 days 13:00:00,4,13,109,DEPARTED
DWS,DOOWOO FAMILY,2020-05-08 1:00,2020-05-12 3:00,4 days 02:00:00,4,2,98,DEPARTED
MAE,MAERSK TAURUS,2020-05-08 1:00,2020-05-11 21:00,3 days 20:00:00,3,20,92,DEPARTED
MAE,MAERSK KOLKATA,2020-05-08 11:00,2020-05-12 10:00,3 days 23:00:00,3,23,95,DEPARTED
MAE,MADRID MAERSK,2020-05-08 17:00,2020-05-13 12:00,4 days 19:00:00,4,19,115,DEPARTED
MAE,E.R. DENMARK,2020-05-08 20:00,2020-05-13 3:00,4 days 07:00:00,4,7,103,DEPARTED
ZIM,ZIM SAN,2020-05-09 10:00,2020-05-13 21:00,4 days 11:00:00,4,11,107,DEPARTED
ZIM,ZIM ROTTERDAM,2020-05-10 6:00,2020-05-14 8:00,4 days 02:00:00,4,2,98,DEPARTED
MAE,MAERSK SEMAKAU,2020-05-10 17:00,2020-05-14 2:00,3 days 09:00:00,3,9,81,DEPARTED
MAE,MAERSK SAVANNAH,2020-05-10 17:00,2020-05-14 18:00,4 days 01:00:00,4,1,97,DEPARTED
MSC,MSC EMMA,2020-05-11 2:00,2020-05-14 14:00,3 days 12:00:00,3,12,84,DEPARTED
ONE,CHRISTA SCHULTE,2020-05-11 22:00,2020-05-15 6:00,3 days 08:00:00,3,8,80,DEPARTED
MSC,MSC LA,2020-05-11 23:00,2020-05-15 0:00,3 days 01:00:00,3,1,73,DEPARTED
ZIM,SANTA LORETTA,2020-05-12 5:00,2020-05-14 20:00,2 days 15:00:00,2,15,63,DEPARTED
ONE,SEASPAN BELIEF,2020-05-12 13:00,2020-05-15 18:00,3 days 05:00:00,3,5,77,DEPARTED
MAE,MAERSK LABREA,2020-05-13 10:00,2020-05-16 8:00,2 days 22:00:00,2,22,70,DEPARTED
MAE,BOMAR BELLINI,2020-05-13 14:00,2020-05-16 13:00,2 days 23:00:00,2,23,71,DEPARTED
MAE,CORNELIUS MAERSK,2020-05-13 23:00,2020-05-16 13:00,2 days 14:00:00,2,14,62,DEPARTED
MSC,AS CARINTHIA,2020-05-14 4:00,2020-05-16 19:00,2 days 15:00:00,2,15,63,DEPARTED
MAE,COLUMBINE MAERSK,2020-05-14 10:00,2020-05-18 4:00,3 days 18:00:00,3,18,90,DEPARTED
DWS,DOOWOO FAMILY,2020-05-14 15:00,2020-05-17 14:00,2 days 23:00:00,2,23,71,DEPARTED
HAS,PROTEUS SKX,2020-05-14 16:00,2020-05-18 20:00,4 days 04:00:00,4,4,100,DEPARTED
MAE,MAERSK EUPHRATES,2020-05-15 1:00,2020-05-18 22:00,3 days 21:00:00,3,21,93,DEPARTED
ANL,CMA CGM,2020-05-15 17:00,2020-05-20 10:00,4 days 17:00:00,4,17,113,DEPARTED
MAE,MONACO MAERSK,2020-05-15 17:00,2020-05-19 5:00,3 days 12:00:00,3,12,84,DEPARTED
ILN,MYRIAD ITX,2020-05-16 7:00,2020-05-19 16:00,3 days 09:00:00,3,9,81,DEPARTED
SKR,PACIFIC TIANJIN,2020-05-16 14:00,2020-05-20 18:00,4 days 04:00:00,4,4,100,DEPARTED
MAE,SKAGEN MAERSK,2020-05-16 16:00,2020-05-19 22:00,3 days 06:00:00,3,6,78,DEPARTED
SKR,HEUNG-A ULSAN,2020-05-17 11:00,2020-05-21 4:00,3 days 17:00:00,3,17,89,DEPARTED
ZIM,CAPE SOUNIO,2020-05-18 0:00,2020-05-21 8:00,3 days 08:00:00,3,8,80,DEPARTED
MSC,MSC BOSPHORUS,2020-05-18 6:00,2020-05-20 23:00,2 days 17:00:00,2,17,65,DEPARTED
MSC,MSC NEW,2020-05-18 13:00,2020-05-21 10:00,2 days 21:00:00,2,21,69,DEPARTED
SKR,METHI BHUM,2020-05-18 22:00,2020-05-21 10:00,2 days 12:00:00,2,12,60,DEPARTED
EMC,ITAL LIBERA,2020-05-19 0:00,2020-05-22 0:00,3 days 00:00:00,3,0,72,DEPARTED
MSC,MSC ALIYA,2020-05-19 7:00,2020-05-21 23:00,2 days 16:00:00,2,16,64,DEPARTED
SKR,PACIFIC SINGAPORE,2020-05-19 18:00,2020-05-23 8:00,3 days 14:00:00,3,14,86,DEPARTED
MSC,AS CARINTHIA,2020-05-20 12:00,2020-05-23 16:00,3 days 04:00:00,3,4,76,DEPARTED
MAE,SAN VICENTE,2020-05-20 12:00,2020-05-24 10:00,3 days 22:00:00,3,22,94,DEPARTED
ILN,MAGNA ITX,2020-05-20 20:00,2020-05-24 19:00,3 days 23:00:00,3,23,95,DEPARTED
SKR,EPONYMA SPT1,2020-05-21 4:00,2020-05-24 7:00,3 days 03:00:00,3,3,75,DEPARTED
HAS,OSAKA VOYAGER,2020-05-21 6:00,2020-05-24 19:00,3 days 13:00:00,3,13,85,DEPARTED
MAE,ALBERT MAERSK,2020-05-21 7:00,2020-05-25 0:00,3 days 17:00:00,3,17,89,DEPARTED
DWS,DOOWOO FAMILY,2020-05-21 14:00,2020-05-26 6:00,4 days 16:00:00,4,16,112,DEPARTED
MAE,MILAN MAERSK,2020-05-22 15:00,2020-05-26 6:00,3 days 15:00:00,3,15,87,DEPARTED
MAE,MAERSK DANUBE,2020-05-22 21:00,2020-05-26 3:00,3 days 06:00:00,3,6,78,DEPARTED
SKR,HEUNG-A ULSAN,2020-05-23 20:00,2020-05-26 12:00,2 days 16:00:00,2,16,64,DEPARTED
MAE,SVENDBORG MAERSK,2020-05-23 20:00,2020-05-26 22:00,3 days 02:00:00,3,2,74,DEPARTED
SKR,SINOKOR NIIGATA,2020-05-24 3:00,2020-05-28 0:00,3 days 21:00:00,3,21,93,DEPARTED
ZIM,SANTA LORETTA,2020-05-24 4:00,2020-05-27 10:00,3 days 06:00:00,3,6,78,DEPARTED
SKR,PACIFIC SINGAPORE,2020-05-24 21:00,2020-05-28 11:00,3 days 14:00:00,3,14,86,DEPARTED
MSC,MSC CAPELLA,2020-05-24 22:00,2020-05-28 4:00,3 days 06:00:00,3,6,78,DEPARTED
ZIM,CAPE TAINARO,2020-05-25 5:00,2020-05-28 14:00,3 days 09:00:00,3,9,81,DEPARTED
HLC,WIDE HOTEL,2020-05-25 8:00,2020-05-28 21:00,3 days 13:00:00,3,13,85,DEPARTED
DWS,FAR EAST,2020-05-26 7:00,2020-05-29 14:00,3 days 07:00:00,3,7,79,DEPARTED
MSC,MSC EMMA,2020-05-26 8:00,2020-05-29 17:00,3 days 09:00:00,3,9,81,DEPARTED
MSC,MSC PALOMA,2020-05-26 8:00,2020-05-30 0:00,3 days 16:00:00,3,16,88,DEPARTED
