선사코드,선사명,접안시간,출항시간,체류시간,체류시간_day,체류시간_time,체류시간_totalTime(시간),상태
APL,LINA ERX,2011-12-30 9:00,2012-01-02 14:00,3 days 05:00:00,3,5,77,DEPARTED
APL,APL PHILIPPINES,2012-01-01 10:00,2012-01-01 22:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,SEA LAND,2012-01-01 22:10,2012-01-02 23:25,1 days 01:15:00,1,1,25,DEPARTED
APL,APL PARADISE,2012-01-02 0:10,2012-01-02 19:00,0 days 18:50:00,0,18,18,DEPARTED
APL,APL LOS,2012-01-02 16:00,2012-01-03 2:00,0 days 10:00:00,0,10,10,DEPARTED
APL,JURONG BEBARU,2012-01-02 21:00,2012-01-03 3:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL ARGENTINA,2012-01-03 19:00,2012-01-04 4:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL CHINA,2012-01-03 21:20,2012-01-04 12:00,0 days 14:40:00,0,14,14,DEPARTED
APL,APL AMMAN,2012-01-06 13:00,2012-01-06 22:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL COMMODORE,2012-01-07 8:00,2012-01-07 19:15,0 days 11:15:00,0,11,11,DEPARTED
APL,ARTUS SKX,2012-01-07 13:00,2012-01-07 21:00,0 days 08:00:00,0,8,8,DEPARTED
NSL,BONNY STAR,2012-01-08 3:20,2012-01-08 8:00,0 days 04:40:00,0,4,4,DEPARTED
APL,APL SINGAPORE,2012-01-08 10:30,2012-01-08 22:00,0 days 11:30:00,0,11,11,DEPARTED
MAE,SEA-LAND COMET,2012-01-08 21:10,2012-01-09 13:00,0 days 15:50:00,0,15,15,DEPARTED
APL,APL CALIFORNIA,2012-01-09 3:10,2012-01-09 14:00,0 days 10:50:00,0,10,10,DEPARTED
APL,APL LOS,2012-01-09 15:00,2012-01-10 1:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL PHILIPPINES,2012-01-10 15:00,2012-01-11 4:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL SRI,2012-01-10 16:00,2012-01-11 0:01,0 days 08:01:00,0,8,8,DEPARTED
APL,ARTUS SKX,2012-01-12 1:00,2012-01-12 8:00,0 days 07:00:00,0,7,7,DEPARTED
APL,LINA ERX,2012-01-12 10:00,2012-01-12 22:00,0 days 12:00:00,0,12,12,DEPARTED
APL,APL TURKEY,2012-01-12 20:00,2012-01-13 6:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL SEOUL,2012-01-13 9:00,2012-01-13 16:00,0 days 07:00:00,0,7,7,DEPARTED
APL,ARTUS SKX,2012-01-14 15:00,2012-01-14 19:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL IRIS,2012-01-15 10:00,2012-01-15 22:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,SEA-LAND LIGHTNING,2012-01-15 19:00,2012-01-16 9:00,0 days 14:00:00,0,14,14,DEPARTED
MOL,MOL PRIORITY,2012-01-15 23:00,2012-01-16 13:00,0 days 14:00:00,0,14,14,DEPARTED
APL,APL LOS,2012-01-16 15:00,2012-01-16 23:59,0 days 08:59:00,0,8,8,DEPARTED
KMD,CAPE FARO,2012-01-17 7:00,2012-01-17 12:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL SINGAPORE,2012-01-17 12:10,2012-01-18 6:00,0 days 17:50:00,0,17,17,DEPARTED
APL,APL COLOMBIA,2012-01-17 17:10,2012-01-18 3:20,0 days 10:10:00,0,10,10,DEPARTED
APL,LINA ERX,2012-01-18 21:10,2012-01-19 6:00,0 days 08:50:00,0,8,8,DEPARTED
APL,ARTUS SKX,2012-01-19 1:00,2012-01-19 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL SEATTLE,2012-01-20 18:00,2012-01-21 1:10,0 days 07:10:00,0,7,7,DEPARTED
APL,APL SPAIN,2012-01-20 20:00,2012-01-21 8:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,SEA-LAND CHARGER,2012-01-21 20:00,2012-01-22 4:00,0 days 08:00:00,0,8,8,DEPARTED
APL,ARTUS SKX,2012-01-21 21:00,2012-01-22 4:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL KOREA,2012-01-22 10:10,2012-01-22 22:20,0 days 12:10:00,0,12,12,DEPARTED
APL,APL TOKYO,2012-01-22 14:10,2012-01-23 3:00,0 days 12:50:00,0,12,12,DEPARTED
MAE,MAERSK DAMPIER,2012-01-22 18:00,2012-01-23 10:00,0 days 16:00:00,0,16,16,DEPARTED
APL,APL LOS,2012-01-24 8:00,2012-01-24 18:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL IRIS,2012-01-24 13:00,2012-01-25 5:00,0 days 16:00:00,0,16,16,DEPARTED
APL,APL DOHA,2012-01-25 0:20,2012-01-25 9:20,0 days 09:00:00,0,9,9,DEPARTED
APL,LINA ERX,2012-01-25 4:10,2012-01-25 12:00,0 days 07:50:00,0,7,7,DEPARTED
APL,ARTUS SKX,2012-01-26 1:00,2012-01-26 7:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL HONGKONG,2012-01-27 12:10,2012-01-28 1:00,0 days 12:50:00,0,12,12,DEPARTED
APL,ARTUS SKX,2012-01-28 13:00,2012-01-28 19:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL THAILAND,2012-01-29 10:00,2012-01-29 21:00,0 days 11:00:00,0,11,11,DEPARTED
MAE,MAERSK MERLION,2012-01-29 21:00,2012-01-30 13:10,0 days 16:10:00,0,16,16,DEPARTED
APL,APL LONDON,2012-01-30 3:00,2012-01-30 19:40,0 days 16:40:00,0,16,16,DEPARTED
APL,APL LOS,2012-01-30 15:10,2012-01-30 22:00,0 days 06:50:00,0,6,6,DEPARTED
APL,LINA ERX,2012-01-31 10:00,2012-01-31 16:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL KOREA,2012-01-31 13:10,2012-02-01 8:00,0 days 18:50:00,0,18,18,DEPARTED
APL,ARTUS SKX,2012-02-02 4:20,2012-02-02 11:00,0 days 06:40:00,0,6,6,DEPARTED
APL,ARTUS SKX,2012-02-04 12:00,2012-02-04 18:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL CHINA,2012-02-05 10:32,2012-02-05 21:00,0 days 10:28:00,0,10,10,DEPARTED
APL,APL DUBAI,2012-02-05 21:20,2012-02-06 12:00,0 days 14:40:00,0,14,14,DEPARTED
APL,APL FLORIDA,2012-02-05 23:30,2012-02-06 11:00,0 days 11:30:00,0,11,11,DEPARTED
MAE,SEA LAND,2012-02-06 0:01,2012-02-06 16:00,0 days 15:59:00,0,15,15,DEPARTED
APL,APL LOS,2012-02-06 15:00,2012-02-06 23:00,0 days 08:00:00,0,8,8,DEPARTED
APL,LINA ERX,2012-02-06 15:00,2012-02-06 21:00,0 days 06:00:00,0,6,6,DEPARTED
OOL,OOCL JAKARTA,2012-02-07 9:00,2012-02-07 18:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL THAILAND,2012-02-07 20:10,2012-02-08 9:00,0 days 12:50:00,0,12,12,DEPARTED
APL,ARTUS SKX,2012-02-09 3:00,2012-02-09 9:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL IRELAND,2012-02-10 1:20,2012-02-10 11:00,0 days 09:40:00,0,9,9,DEPARTED
APL,APL SEOUL,2012-02-10 14:00,2012-02-10 22:00,0 days 08:00:00,0,8,8,DEPARTED
APL,ARTUS SKX,2012-02-11 13:00,2012-02-11 18:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL PHILIPPINES,2012-02-12 21:20,2012-02-13 10:15,0 days 12:55:00,0,12,12,DEPARTED
MAE,SEA-LAND COMET,2012-02-13 0:10,2012-02-13 21:00,0 days 20:50:00,0,20,20,DEPARTED
APL,APL OAKLAND,2012-02-13 2:00,2012-02-13 14:00,0 days 12:00:00,0,12,12,DEPARTED
APL,APL LOS,2012-02-13 15:00,2012-02-13 23:59,0 days 08:59:00,0,8,8,DEPARTED
APL,LINA ERX,2012-02-13 16:00,2012-02-14 2:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL ARGENTINA,2012-02-14 16:00,2012-02-14 23:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL CHINA,2012-02-14 18:28,2012-02-15 10:00,0 days 15:32:00,0,15,15,DEPARTED
APL,ARTUS SKX,2012-02-16 3:00,2012-02-16 9:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL IOLITE,2012-02-16 9:00,2012-02-16 21:00,0 days 12:00:00,0,12,12,DEPARTED
MCC,SZCZECIN TRADER,2012-02-17 9:00,2012-02-17 17:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL SEATTLE,2012-02-17 13:12,2012-02-17 22:10,0 days 08:58:00,0,8,8,DEPARTED
HJS,HANJIN GDYNIA,2012-02-18 11:20,2012-02-19 7:00,0 days 19:40:00,0,19,19,DEPARTED
APL,ARTUS SKX,2012-02-18 17:00,2012-02-19 0:01,0 days 07:01:00,0,7,7,DEPARTED
APL,APL SINGAPORE,2012-02-19 11:00,2012-02-19 22:00,0 days 11:00:00,0,11,11,DEPARTED
MAE,SEA-LAND LIGHTNING,2012-02-19 20:00,2012-02-20 15:00,0 days 19:00:00,0,19,19,DEPARTED
APL,LINA ERX,2012-02-20 15:00,2012-02-21 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL LOS,2012-02-20 15:10,2012-02-20 23:59,0 days 08:49:00,0,8,8,DEPARTED
APL,APL OAKLAND,2012-02-20 21:00,2012-02-21 8:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL PHILIPPINES,2012-02-21 13:30,2012-02-22 4:00,0 days 14:30:00,0,14,14,DEPARTED
APL,APL SRI,2012-02-21 16:10,2012-02-22 1:15,0 days 09:05:00,0,9,9,DEPARTED
APL,ARTUS SKX,2012-02-23 1:00,2012-02-23 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,MONTEGO SPX,2012-02-23 20:00,2012-02-23 23:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL NORWAY,2012-02-24 8:10,2012-02-24 18:00,0 days 09:50:00,0,9,9,DEPARTED
HJS,HANJIN GOTHENBURG,2012-02-25 10:00,2012-02-25 20:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL DALLAS,2012-02-25 16:00,2012-02-26 1:00,0 days 09:00:00,0,9,9,DEPARTED
APL,ARTUS SKX,2012-02-25 17:00,2012-02-25 23:30,0 days 06:30:00,0,6,6,DEPARTED
MCC,CONVENT IA5,2012-02-26 3:00,2012-02-26 11:20,0 days 08:20:00,0,8,8,DEPARTED
MAE,MAERSK DAMPIER,2012-02-26 19:06,2012-02-27 13:55,0 days 18:49:00,0,18,18,DEPARTED
APL,APL IRIS,2012-02-26 20:50,2012-02-27 10:30,0 days 13:40:00,0,13,13,DEPARTED
APL,APL LOS,2012-02-27 15:00,2012-02-28 0:01,0 days 09:01:00,0,9,9,DEPARTED
APL,LINA ERX,2012-02-27 19:30,2012-02-28 16:00,0 days 20:30:00,0,20,20,DEPARTED
APL,APL CALIFORNIA,2012-02-28 9:20,2012-02-29 1:00,0 days 15:40:00,0,15,15,DEPARTED
APL,APL COLOMBIA,2012-02-28 16:10,2012-02-29 1:10,0 days 09:00:00,0,9,9,DEPARTED
APL,APL SINGAPORE,2012-02-28 20:10,2012-02-29 8:00,0 days 11:50:00,0,11,11,DEPARTED
APL,HS PUCCINI,2012-02-29 20:00,2012-03-01 1:00,0 days 05:00:00,0,5,5,DEPARTED
APL,ARTUS SKX,2012-03-01 1:00,2012-03-01 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL COMMODORE,2012-03-01 12:00,2012-03-01 23:00,0 days 11:00:00,0,11,11,DEPARTED
MCC,MADELEINE RICKMERS,2012-03-02 20:00,2012-03-03 4:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL SYDNEY,2012-03-03 1:00,2012-03-03 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,ARTUS SKX,2012-03-03 13:00,2012-03-03 19:00,0 days 06:00:00,0,6,6,DEPARTED
MAE,MAERSK MERLION,2012-03-04 9:00,2012-03-04 19:00,0 days 10:00:00,0,10,10,DEPARTED
MAE,SEA-LAND CHARGER,2012-03-04 21:00,2012-03-05 9:00,0 days 12:00:00,0,12,12,DEPARTED
APL,APL KOREA,2012-03-04 21:33,2012-03-05 9:00,0 days 11:27:00,0,11,11,DEPARTED
APL,LINA ERX,2012-03-05 15:00,2012-03-06 1:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL LOS,2012-03-05 15:00,2012-03-05 23:59,0 days 08:59:00,0,8,8,DEPARTED
APL,APL DOHA,2012-03-06 12:00,2012-03-06 20:00,0 days 08:00:00,0,8,8,DEPARTED
MOL,MOL PRIORITY,2012-03-06 22:10,2012-03-07 17:00,0 days 18:50:00,0,18,18,DEPARTED
APL,APL IRIS,2012-03-07 11:48,2012-03-07 22:00,0 days 10:12:00,0,10,10,DEPARTED
APL,PAUL RUSS,2012-03-07 18:00,2012-03-07 23:00,0 days 05:00:00,0,5,5,DEPARTED
APL,ARTUS SKX,2012-03-08 1:00,2012-03-08 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL TURKEY,2012-03-08 12:00,2012-03-08 22:00,0 days 10:00:00,0,10,10,DEPARTED
PIL,KOTA LAWA,2012-03-09 4:20,2012-03-09 17:00,0 days 12:40:00,0,12,12,DEPARTED
MSC,MSC ALTAIR,2012-03-09 9:00,2012-03-09 17:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL SEOUL,2012-03-09 20:00,2012-03-10 5:00,0 days 09:00:00,0,9,9,DEPARTED
APL,ARTUS SKX,2012-03-10 13:40,2012-03-10 20:00,0 days 06:20:00,0,6,6,DEPARTED
CSC,CSCL SYDNEY,2012-03-11 1:40,2012-03-11 10:00,0 days 08:20:00,0,8,8,DEPARTED
APL,APL THAILAND,2012-03-11 17:00,2012-03-12 5:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,SEA LAND,2012-03-11 21:20,2012-03-12 16:00,0 days 18:40:00,0,18,18,DEPARTED
APL,APL TOKYO,2012-03-12 3:10,2012-03-12 19:00,0 days 15:50:00,0,15,15,DEPARTED
APL,APL LOS,2012-03-12 15:00,2012-03-13 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,LINA ERX,2012-03-12 18:10,2012-03-13 2:00,0 days 07:50:00,0,7,7,DEPARTED
OOL,OOCL LE,2012-03-13 9:00,2012-03-13 17:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,SINOKOR STAR,2012-03-13 15:20,2012-03-13 19:00,0 days 03:40:00,0,3,3,DEPARTED
APL,APL KOREA,2012-03-13 16:20,2012-03-14 6:00,0 days 13:40:00,0,13,13,DEPARTED
APL,FRANCOISE GILOT,2012-03-15 0:00,2012-03-15 7:00,0 days 07:00:00,0,7,7,DEPARTED
APL,ARTUS SKX,2012-03-15 1:00,2012-03-15 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL ,2012-03-15 4:00,2012-03-15 15:00,0 days 11:00:00,0,11,11,DEPARTED
PIL,KOTA LAMBAI,2012-03-16 1:00,2012-03-16 14:00,0 days 13:00:00,0,13,13,DEPARTED
UAS,HATTA ADD,2012-03-16 8:00,2012-03-17 3:00,0 days 19:00:00,0,19,19,DEPARTED
APL,APL SEATTLE,2012-03-16 9:00,2012-03-16 18:00,0 days 09:00:00,0,9,9,DEPARTED
MSC,MSC TRIESTE,2012-03-16 17:00,2012-03-17 16:00,0 days 23:00:00,0,23,23,DEPARTED
CSC,XIN NING,2012-03-17 9:00,2012-03-17 22:00,0 days 13:00:00,0,13,13,DEPARTED
APL,ARTUS SKX,2012-03-17 15:50,2012-03-18 0:10,0 days 08:20:00,0,8,8,DEPARTED
UAS,IBN HAZM,2012-03-18 6:20,2012-03-18 17:00,0 days 10:40:00,0,10,10,DEPARTED
APL,APL CHINA,2012-03-18 21:30,2012-03-19 10:30,0 days 13:00:00,0,13,13,DEPARTED
APL,APL LONDON,2012-03-19 1:20,2012-03-19 17:00,0 days 15:40:00,0,15,15,DEPARTED
MAE,SEA-LAND COMET,2012-03-19 9:00,2012-03-19 21:20,0 days 12:20:00,0,12,12,DEPARTED
APL,LINA ERX,2012-03-19 15:00,2012-03-19 23:00,0 days 08:00:00,0,8,8,DEPARTED
OOL,OOCL JAKARTA,2012-03-20 9:00,2012-03-20 19:00,0 days 10:00:00,0,10,10,DEPARTED
SKR,SINOKOR STAR,2012-03-20 16:00,2012-03-20 20:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL THAILAND,2012-03-20 17:00,2012-03-21 6:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL LOS,2012-03-20 18:00,2012-03-21 5:30,0 days 11:30:00,0,11,11,DEPARTED
APL,MONTEGO SPX,2012-03-21 18:00,2012-03-22 1:00,0 days 07:00:00,0,7,7,DEPARTED
APL,ARTUS SKX,2012-03-22 1:00,2012-03-22 11:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL DENVER,2012-03-22 19:00,2012-03-23 5:00,0 days 10:00:00,0,10,10,DEPARTED
MAE,MAERSK DRURY,2012-03-23 10:00,2012-03-23 23:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL DALLAS,2012-03-23 13:00,2012-03-23 22:30,0 days 09:30:00,0,9,9,DEPARTED
UAS,IBN HAZM,2012-03-23 21:30,2012-03-24 7:00,0 days 09:30:00,0,9,9,DEPARTED
APL,ARTUS SKX,2012-03-24 23:00,2012-03-25 9:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL PHILIPPINES,2012-03-26 0:10,2012-03-26 14:10,0 days 14:00:00,0,14,14,DEPARTED
APL,APL FLORIDA,2012-03-26 3:10,2012-03-26 20:00,0 days 16:50:00,0,16,16,DEPARTED
APL,LINA ERX,2012-03-26 16:00,2012-03-26 23:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LOS,2012-03-26 21:10,2012-03-27 9:00,0 days 11:50:00,0,11,11,DEPARTED
APL,APL ARGENTINA,2012-03-27 15:50,2012-03-28 1:10,0 days 09:20:00,0,9,9,DEPARTED
SKR,SINOKOR STAR,2012-03-27 17:20,2012-03-27 20:00,0 days 02:40:00,0,2,2,DEPARTED
APL,APL CHINA,2012-03-27 18:10,2012-03-28 9:00,0 days 14:50:00,0,14,14,DEPARTED
APL,ARTUS SKX,2012-03-29 3:10,2012-03-29 10:00,0 days 06:50:00,0,6,6,DEPARTED
STX,STX PATRAIKOS,2012-03-29 18:00,2012-03-30 4:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL SPAIN,2012-03-30 5:00,2012-03-30 18:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL SYDNEY,2012-03-30 14:00,2012-03-31 3:50,0 days 13:50:00,0,13,13,DEPARTED
MAE,MAERSK DELLYS,2012-03-30 17:00,2012-03-31 6:00,0 days 13:00:00,0,13,13,DEPARTED
NSL,CARINA STAR,2012-03-31 9:00,2012-03-31 14:00,0 days 05:00:00,0,5,5,DEPARTED
APL,ARTUS SKX,2012-03-31 14:50,2012-03-31 20:00,0 days 05:10:00,0,5,5,DEPARTED
APL,APL PARADISE,2012-04-02 13:00,2012-04-03 0:10,0 days 11:10:00,0,11,11,DEPARTED
APL,APL LOS,2012-04-02 15:00,2012-04-03 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,LINA ERX,2012-04-02 15:00,2012-04-03 5:00,0 days 14:00:00,0,14,14,DEPARTED
MOL,MOL ADVANTAGE,2012-04-03 3:00,2012-04-03 23:59,0 days 20:59:00,0,20,20,DEPARTED
APL,APL SINGAPORE,2012-04-04 2:30,2012-04-04 20:00,0 days 17:30:00,0,17,17,DEPARTED
APL,APL SRI,2012-04-04 2:30,2012-04-04 23:00,0 days 20:30:00,0,20,20,DEPARTED
APL,APL PHILIPPINES,2012-04-04 3:10,2012-04-04 17:00,0 days 13:50:00,0,13,13,DEPARTED
APL,ARTUS SKX,2012-04-05 6:00,2012-04-05 13:00,0 days 07:00:00,0,7,7,DEPARTED
APL,PAUL RUSS,2012-04-05 10:10,2012-04-05 15:00,0 days 04:50:00,0,4,4,DEPARTED
APL,APL HONGKONG,2012-04-05 16:00,2012-04-06 4:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,SCT ZURICH,2012-04-06 10:30,2012-04-07 0:40,0 days 14:10:00,0,14,14,DEPARTED
APL,APL SEOUL,2012-04-06 16:00,2012-04-07 3:00,0 days 11:00:00,0,11,11,DEPARTED
APL,ARTUS SKX,2012-04-07 19:00,2012-04-08 2:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL PRECISION,2012-04-09 1:00,2012-04-09 14:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL IRIS,2012-04-09 10:10,2012-04-10 2:00,0 days 15:50:00,0,15,15,DEPARTED
APL,APL LOS,2012-04-09 15:00,2012-04-10 4:00,0 days 13:00:00,0,13,13,DEPARTED
APL,LINA ERX,2012-04-09 17:00,2012-04-10 10:00,0 days 17:00:00,0,17,17,DEPARTED
APL,APL SINGAPORE,2012-04-10 13:20,2012-04-11 3:00,0 days 13:40:00,0,13,13,DEPARTED
APL,APL COLOMBIA,2012-04-10 16:00,2012-04-11 0:30,0 days 08:30:00,0,8,8,DEPARTED
SKR,SINOKOR STAR,2012-04-10 18:10,2012-04-10 20:00,0 days 01:50:00,0,1,1,DEPARTED
APL,ARTUS SKX,2012-04-12 0:30,2012-04-12 9:00,0 days 08:30:00,0,8,8,DEPARTED
APL,APL OAKLAND,2012-04-12 14:00,2012-04-12 23:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL SEATTLE,2012-04-13 12:00,2012-04-13 21:00,0 days 09:00:00,0,9,9,DEPARTED
MAE,QINGDAO TOWER,2012-04-13 12:00,2012-04-13 20:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,SINOKOR STAR,2012-04-14 15:40,2012-04-14 17:20,0 days 01:40:00,0,1,1,DEPARTED
APL,ARTUS SKX,2012-04-14 18:00,2012-04-14 22:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL KOREA,2012-04-15 21:50,2012-04-16 10:00,0 days 12:10:00,0,12,12,DEPARTED
APL,APL CALIFORNIA,2012-04-16 3:00,2012-04-16 15:00,0 days 12:00:00,0,12,12,DEPARTED
APL,LINA ERX,2012-04-16 15:00,2012-04-16 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LOS,2012-04-16 15:00,2012-04-17 3:00,0 days 12:00:00,0,12,12,DEPARTED
APL,PROTEUS SKX,2012-04-17 7:00,2012-04-17 14:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL IRIS,2012-04-17 13:00,2012-04-18 3:00,0 days 14:00:00,0,14,14,DEPARTED
APL,APL DOHA,2012-04-17 16:00,2012-04-18 2:00,0 days 10:00:00,0,10,10,DEPARTED
SKR,HAN PO,2012-04-17 17:00,2012-04-17 20:30,0 days 03:30:00,0,3,3,DEPARTED
APL,MONTEGO SPX,2012-04-18 18:00,2012-04-19 1:00,0 days 07:00:00,0,7,7,DEPARTED
KMD,CS DISCOVERY,2012-04-19 6:00,2012-04-19 14:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL IRELAND,2012-04-19 23:30,2012-04-20 12:00,0 days 12:30:00,0,12,12,DEPARTED
APL,APL DALLAS,2012-04-20 9:00,2012-04-20 18:00,0 days 09:00:00,0,9,9,DEPARTED
MAE,MAERSK DAESAN,2012-04-20 12:10,2012-04-20 23:59,0 days 11:49:00,0,11,11,DEPARTED
APL,PROTEUS SKX,2012-04-21 3:00,2012-04-21 10:00,0 days 07:00:00,0,7,7,DEPARTED
STX,STX DALIAN,2012-04-21 4:00,2012-04-21 12:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,HAN PO,2012-04-21 14:00,2012-04-21 17:00,0 days 03:00:00,0,3,3,DEPARTED
MOL,MOL PROMISE,2012-04-22 22:20,2012-04-23 16:00,0 days 17:40:00,0,17,17,DEPARTED
APL,APL THAILAND,2012-04-23 4:10,2012-04-23 17:00,0 days 12:50:00,0,12,12,DEPARTED
APL,APL LOS,2012-04-23 15:00,2012-04-23 23:59,0 days 08:59:00,0,8,8,DEPARTED
APL,LINA ERX,2012-04-23 18:10,2012-04-23 23:59,0 days 05:49:00,0,5,5,DEPARTED
APL,PROTEUS SKX,2012-04-24 3:00,2012-04-24 11:00,0 days 08:00:00,0,8,8,DEPARTED
OOL,OOCL LE,2012-04-24 9:00,2012-04-24 17:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,HAN PO,2012-04-24 15:30,2012-04-24 20:00,0 days 04:30:00,0,4,4,DEPARTED
APL,APL KOREA,2012-04-24 17:00,2012-04-25 6:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL IOLITE,2012-04-26 19:10,2012-04-27 5:00,0 days 09:50:00,0,9,9,DEPARTED
MAE,MAERSK DAMIETTA,2012-04-27 13:00,2012-04-28 1:00,0 days 12:00:00,0,12,12,DEPARTED
SNL,MOL ANCHORAGE,2012-04-27 15:00,2012-04-27 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL SYDNEY,2012-04-27 22:10,2012-04-28 11:00,0 days 12:50:00,0,12,12,DEPARTED
APL,PROTEUS SKX,2012-04-28 2:00,2012-04-28 9:00,0 days 07:00:00,0,7,7,DEPARTED
HJS,(52) 56,2012-04-28 3:50,2012-04-28 13:15,0 days 09:25:00,0,9,9,DEPARTED
SKR,(35) 37,2012-04-28 13:00,2012-04-28 14:30,0 days 01:30:00,0,1,1,DEPARTED
HJS,HANJIN MUNDRA,2012-04-28 14:00,2012-04-29 1:00,0 days 11:00:00,0,11,11,DEPARTED
COH,SONG YUN,2012-04-29 7:00,2012-04-29 18:00,0 days 11:00:00,0,11,11,DEPARTED
MAE,MAERSK SALINA,2012-04-29 10:20,2012-04-30 1:00,0 days 14:40:00,0,14,14,DEPARTED
APL,APL CHINA,2012-04-30 1:10,2012-04-30 14:20,0 days 13:10:00,0,13,13,DEPARTED
APL,APL NEW,2012-04-30 3:00,2012-04-30 18:10,0 days 15:10:00,0,15,15,DEPARTED
APL,APL LOS,2012-04-30 15:00,2012-05-01 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,PROTEUS SKX,2012-04-30 16:40,2012-05-01 2:00,0 days 09:20:00,0,9,9,DEPARTED
APL,LINA ERX,2012-04-30 16:40,2012-05-01 3:00,0 days 10:20:00,0,10,10,DEPARTED
APL,PAUL RUSS,2012-04-30 20:30,2012-05-01 8:00,0 days 11:30:00,0,11,11,DEPARTED
APL,OOCL JAKARTA,2012-05-01 17:10,2012-05-02 4:00,0 days 10:50:00,0,10,10,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-02 16:30,2012-05-02 20:00,0 days 03:30:00,0,3,3,DEPARTED
APL,APL THAILAND,2012-05-02 23:10,2012-05-03 12:00,0 days 12:50:00,0,12,12,DEPARTED
APL,APL PERU,2012-05-03 21:00,2012-05-04 7:00,0 days 10:00:00,0,10,10,DEPARTED
AEW,KARMEN SPT,2012-05-04 13:00,2012-05-06 3:00,1 days 14:00:00,1,14,38,DEPARTED
APL,APL SEOUL,2012-05-04 13:00,2012-05-04 22:00,0 days 09:00:00,0,9,9,DEPARTED
MAE,MAERSK DELLAS,2012-05-05 2:00,2012-05-05 18:00,0 days 16:00:00,0,16,16,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-05 9:00,2012-05-05 16:00,0 days 07:00:00,0,7,7,DEPARTED
APL,PROTEUS SKX,2012-05-05 13:00,2012-05-05 21:00,0 days 08:00:00,0,8,8,DEPARTED
