,player_age,composure,passing,anticipation,technique,first-touch,vision,concentration,stamina,teamwork,player_name,player_nm
0,1.1549874419058268,1.3284278862806014,3.5502040385349947,1.2789142692556927,3.236286052989714,2.2893897974712045,4.3406516591054976,2.062256454317453,1.865085539215662,0.6449851276904691,Kevin De Bruyne,Kevin De Bruyne
1,0.0652909127084879,4.680547883863986,2.214569868924369,3.153677994617333,0.7839659097481568,1.6343761032726356,2.143012850484172,3.155686241890061,2.3965029983899457,1.6184566332262462,Rodri,Rodri
2,0.2832302185479557,2.445801218808396,2.882386953729682,2.52875675283012,3.236286052989714,2.9444034916697737,2.692422552639503,2.062256454317453,2.3965029983899457,2.1051923859941346,Bernardo Silva,Bernardo Silva
3,-1.4602842281677864,3.004487885072294,2.882386953729682,2.52875675283012,2.623206017179325,2.2893897974712045,2.143012850484172,1.5155415605311493,1.865085539215662,1.6184566332262462,Jude Bellingham,Jude Bellingham
4,-0.5885270048099154,3.004487885072294,1.546752784119056,3.778599236404547,1.3970459455585462,0.9793624090740664,1.0441934461735087,2.062256454317453,2.3965029983899457,3.078663891529912,Declan Rice,Declan Rice
5,0.2832302185479557,3.004487885072294,3.5502040385349947,1.9038355110429064,2.0101259813689354,2.2893897974712045,3.2418322547948346,0.9688266667448454,3.4593379167385137,2.591928138762023,Joshua Kimmich,Joshua Kimmich
6,-0.5885270048099154,2.445801218808396,2.882386953729682,3.778599236404547,3.236286052989714,3.599417185868343,3.791241956950166,2.062256454317453,1.333668080041378,2.591928138762023,Martin Ødegaard,Martin Odegaard
7,0.2832302185479557,1.3284278862806014,3.5502040385349947,3.153677994617333,2.623206017179325,2.9444034916697737,3.2418322547948346,0.9688266667448454,3.4593379167385137,1.1317208804583576,Bruno Fernandes,Bruno Fernandes
8,2.2446839711031656,3.5631745513361914,4.218021123340308,3.153677994617333,3.849366088800104,4.909444574265481,3.791241956950166,3.702401135676365,-0.7920017566557576,2.1051923859941346,Luka Modrić,Luka Modric
9,-1.4602842281677864,1.3284278862806014,1.546752784119056,3.153677994617333,1.3970459455585462,1.6343761032726356,0.4947837440181774,1.5155415605311493,3.4593379167385137,1.6184566332262462,Eduardo Camavinga,Eduardo Camavinga
10,-0.8064663106493831,2.445801218808396,2.882386953729682,1.2789142692556927,2.623206017179325,2.9444034916697737,2.692422552639503,2.062256454317453,1.333668080041378,0.6449851276904691,Phil Foden,Phil Foden
11,-0.5885270048099154,-0.3476321125110912,1.546752784119056,0.6539930274684793,0.1708858739377674,0.9793624090740664,0.4947837440181774,0.9688266667448454,2.3965029983899457,2.1051923859941346,Federico Valverde,Federico Valverde
12,1.1549874419058268,2.445801218808396,2.214569868924369,3.153677994617333,2.0101259813689354,2.9444034916697737,2.143012850484172,1.5155415605311493,1.865085539215662,1.6184566332262462,İlkay Gündoğan,Ilkay Gundogan
13,-0.3705876989704476,3.5631745513361914,3.5502040385349947,2.52875675283012,3.236286052989714,3.599417185868343,2.692422552639503,2.062256454317453,0.8022506208670942,1.1317208804583576,Bruno Guimarães,Bruno Guimaraes
14,-0.1526483931309798,2.445801218808396,2.882386953729682,3.153677994617333,2.623206017179325,2.9444034916697737,3.2418322547948346,1.5155415605311493,0.8022506208670942,2.1051923859941346,Frenkie de Jong,Frenkie de Jong
15,0.0652909127084879,1.3284278862806014,0.8789356993137432,0.6539930274684793,1.3970459455585462,1.6343761032726356,2.143012850484172,0.4221117729585414,0.8022506208670942,0.6449851276904691,Jack Grealish,Jack Grealish
16,1.1549874419058268,3.004487885072294,2.882386953729682,2.52875675283012,3.236286052989714,3.599417185868343,3.2418322547948346,1.5155415605311493,0.8022506208670942,1.1317208804583576,Thiago,Thiago
17,-0.3705876989704476,2.445801218808396,1.546752784119056,2.52875675283012,2.0101259813689354,1.6343761032726356,1.5936031483288404,0.4221117729585414,0.8022506208670942,-0.328486377845308,Christopher Nkunku,Christopher Nkunku
18,-1.4602842281677864,2.445801218808396,2.882386953729682,3.153677994617333,3.236286052989714,3.599417185868343,3.2418322547948346,1.5155415605311493,1.865085539215662,0.1582493749225805,Pedri,Pedri
19,-0.1526483931309798,0.7697412200167039,2.214569868924369,1.2789142692556927,1.3970459455585462,1.6343761032726356,2.143012850484172,-0.6713180146140664,2.3965029983899457,2.1051923859941346,Nicolò Barella,Nicolo Barella
20,-0.8064663106493831,0.7697412200167039,2.882386953729682,1.9038355110429064,2.0101259813689354,1.6343761032726356,2.143012850484172,0.4221117729585414,2.92792045756423,1.1317208804583576,Dejan Kulusevski,Dejan Kulusevski
21,0.5011695243874236,3.004487885072294,3.5502040385349947,1.2789142692556927,2.0101259813689354,2.9444034916697737,2.692422552639503,0.9688266667448454,0.2708331616928102,2.1051923859941346,Hakan Çalhanoğlu,Hakan Calhanoglu
22,0.2832302185479557,0.7697412200167039,2.214569868924369,1.9038355110429064,1.3970459455585462,1.6343761032726356,1.5936031483288404,-0.1246031208277624,2.3965029983899457,1.1317208804583576,Sergej Milinković-Savić,Sergej Milinkovic-Savic
23,0.7191088302268913,3.5631745513361914,3.5502040385349947,3.153677994617333,2.623206017179325,3.599417185868343,2.692422552639503,1.5155415605311493,-0.2605842974814736,2.1051923859941346,Marco Verratti,Marco Verratti
24,1.1549874419058268,1.3284278862806014,1.546752784119056,3.778599236404547,0.7839659097481568,0.9793624090740664,1.0441934461735087,2.6089713481037573,2.3965029983899457,3.078663891529912,N'Golo Kanté,N'Golo Kante
