,player_age,dribbling,first-touch,finishing,positioning,vision,stamina,technique,composure,balance,player_name,player_nm
0,-0.983720689962866,0.9012916560458047,2.4577938017659027,3.327666533055882,-0.3379016398213308,1.8352702214906225,1.2917578972292865,1.5758121647184986,3.777480437425116,2.5307642638436856,Erling Haaland,Erling Haaland
1,-0.5435070670735913,3.1756429547515563,3.740721956982153,2.787675326467993,-2.246224847883798,2.4593392283097586,1.2917578972292865,2.832768586732238,3.2173980216776044,1.1323642282517865,Kylian Mbappé,Kylian Mbappe
2,2.097774670262056,4.312818604104432,4.382186034590279,2.787675326467993,-1.2920632438525643,5.579684262405438,0.691407156463406,4.718203219752848,2.657315605930093,2.9968976090409853,Lionel Messi,Lionel Messi
3,0.5570269901495951,0.9012916560458047,1.8163297241577776,3.867657739643771,0.1391791621942859,4.955615255586302,2.492459378761047,2.832768586732238,3.777480437425116,1.598497573449086,Harry Kane,Harry Kane
4,-0.983720689962866,3.744230779427994,1.174865646549652,2.2476841198801045,0.6162599642099028,1.8352702214906225,2.492459378761047,1.5758121647184986,2.0972331901825814,2.064630918646386,Vinícius Júnior,Vinicius Junior
5,0.9972406130388696,2.0384673053986804,3.099257879374028,2.2476841198801045,0.1391791621942859,3.7074772419480304,1.8921086379951668,2.832768586732238,2.0972331901825814,2.5307642638436856,Mohamed Salah,Mohamed Salah
6,1.6575610473727815,0.3327038313693668,3.740721956982153,3.327666533055882,-0.3379016398213308,1.8352702214906225,2.492459378761047,2.2042903757253685,3.2173980216776044,2.9968976090409853,Robert Lewandowski,Robert Lewandowski
7,0.9972406130388696,4.312818604104432,3.740721956982153,2.2476841198801045,-1.7691440458681813,3.7074772419480304,0.691407156463406,4.718203219752848,3.2173980216776044,1.1323642282517865,Neymar,Neymar
8,-1.203827501407503,2.6070551300751186,1.8163297241577776,1.167701706704327,1.0933407662255197,2.4593392283097586,2.492459378761047,2.2042903757253685,1.5371507744350696,2.5307642638436856,Bukayo Saka,Bukayo Saka
9,-0.323400255628954,0.9012916560458047,2.4577938017659027,2.787675326467993,-0.3379016398213308,0.5871322078523505,4.293511601058689,2.2042903757253685,2.0972331901825814,1.1323642282517865,Lautaro Martínez,Lautaro Martinez
10,1.217347424483507,2.0384673053986804,3.099257879374028,1.167701706704327,0.6162599642099028,3.7074772419480304,1.8921086379951668,2.832768586732238,0.977068358687558,1.1323642282517865,Antoine Griezmann,Antoine Griezmann
11,0.9972406130388696,-0.235883993307071,0.5334015689415269,3.327666533055882,-0.3379016398213308,0.5871322078523505,2.492459378761047,2.832768586732238,3.2173980216776044,0.2000975378571867,Heung-Min Son,Heung-Min Son
12,0.1168133672603205,3.1756429547515563,1.8163297241577776,1.167701706704327,0.1391791621942859,3.0834082351288945,0.691407156463406,2.832768586732238,2.0972331901825814,1.598497573449086,Leroy Sané,Leroy Sane
13,-0.5435070670735913,0.3327038313693668,1.174865646549652,3.327666533055882,-1.2920632438525643,-0.0369367989667853,0.691407156463406,0.9473339537116288,2.0972331901825814,2.064630918646386,Victor Osimhen,Victor Osimhen
14,-0.983720689962866,2.6070551300751186,1.8163297241577776,2.787675326467993,1.0933407662255197,1.2112012146714866,1.8921086379951668,1.5758121647184986,2.0972331901825814,2.064630918646386,Rodrygo,Rodrygo
15,-0.1032934441843167,3.1756429547515563,2.4577938017659027,0.0877192935285492,-1.2920632438525643,2.4593392283097586,0.0910564156975256,2.832768586732238,-0.143096472807465,-0.266035807340113,Ousmane Dembélé,Ousmane Dembele
16,-0.1032934441843167,2.0384673053986804,1.8163297241577776,1.167701706704327,1.0933407662255197,1.8352702214906225,1.8921086379951668,2.2042903757253685,1.5371507744350696,1.598497573449086,Gabriel Jesus,Gabriel Jesus
17,1.8776678588174187,2.0384673053986804,5.023650112198404,2.787675326467993,1.0933407662255197,3.7074772419480304,0.0910564156975256,4.718203219752848,3.2173980216776044,1.598497573449086,Karim Benzema,Karim Benzema
18,-0.5435070670735913,2.6070551300751186,2.4577938017659027,1.167701706704327,-0.8149824418369477,1.8352702214906225,0.0910564156975256,0.9473339537116288,0.4169859429400465,2.064630918646386,Rafael Leão,Rafael Leao
19,-0.1032934441843167,2.6070551300751186,3.740721956982153,1.167701706704327,0.1391791621942859,1.8352702214906225,0.691407156463406,3.461246797739108,1.5371507744350696,1.1323642282517865,Luis Díaz,Luis Diaz
20,0.1168133672603205,3.1756429547515563,1.8163297241577776,0.0877192935285492,0.1391791621942859,1.8352702214906225,0.0910564156975256,2.832768586732238,0.4169859429400465,0.2000975378571867,Kingsley Coman,Kingsley Coman
21,-0.983720689962866,3.744230779427994,4.382186034590279,1.7076929132922156,-1.2920632438525643,2.4593392283097586,-0.5092943250683548,3.461246797739108,1.5371507744350696,0.6662308830544865,Khvicha Kvaratskhelia,Khvicha Kvaratskhelia
22,0.3369201787049578,1.4698794807222426,0.5334015689415269,0.627710500116438,0.6162599642099028,1.2112012146714866,3.693160860292808,0.318855742704759,0.4169859429400465,1.1323642282517865,Raheem Sterling,Raheem Sterling
23,-0.983720689962866,1.4698794807222426,1.8163297241577776,1.167701706704327,-0.3379016398213308,1.2112012146714866,2.492459378761047,2.2042903757253685,0.977068358687558,1.1323642282517865,Gabriel Martinelli,Gabriel Martinelli
24,-0.323400255628954,1.4698794807222426,1.174865646549652,2.2476841198801045,-1.7691440458681813,1.2112012146714866,1.8921086379951668,1.5758121647184986,0.977068358687558,2.064630918646386,Marcus Rashford,Marcus Rashford
